state,district,incumbent,favored,confidence,nom_R,nom_D,nom_I,turnout_cvap,VOTER_POWER
CT,CT-HD-46,D,D,Safe,FALSE,FALSE,FALSE,9419,-6.56E-07
CT,CT-HD-47,R,R,Safe,FALSE,FALSE,FALSE,10331,-5.77E-08
CT,CT-HD-48,D,D,Safe,FALSE,FALSE,FALSE,9517,-6.49E-07
CT,CT-HD-49,D,D,Safe,FALSE,FALSE,FALSE,9368,-6.60E-07
CT,CT-HD-50,D,D,Likely,FALSE,FALSE,FALSE,9790,-1.98E-06
CT,CT-HD-51,R,R,Lean,FALSE,FALSE,FALSE,10003,-5.15E-07
CT,CT-HD-52,R,R,Safe,FALSE,FALSE,FALSE,10103,-5.90E-08
CT,CT-HD-53,D,D,Lean,FALSE,FALSE,FALSE,9944,-2.66E-06
CT,CT-HD-54,D,D,Safe,FALSE,FALSE,FALSE,10909,-5.66E-07
CT,CT-HD-55,R,R,Likely,FALSE,FALSE,FALSE,10063,-2.24E-07
CT,CT-HD-56,D,D,Lean,FALSE,FALSE,FALSE,10220,-2.59E-06
CT,CT-HD-57,R,R,Safe,FALSE,FALSE,FALSE,9892,-6.03E-08
CT,CT-HD-58,D,D,Lean,FALSE,FALSE,FALSE,10014,-2.64E-06
CT,CT-HD-59,R,R,Likely,FALSE,FALSE,FALSE,10130,-2.22E-07
CT,CT-HD-60,D,D,Lean,FALSE,FALSE,FALSE,9487,-2.79E-06
CT,CT-HD-61,R,R,Safe,FALSE,FALSE,FALSE,9825,-6.07E-08
CT,CT-HD-62,R,R,Safe,FALSE,FALSE,FALSE,9868,-6.04E-08
CT,CT-HD-63,R,R,Safe,FALSE,FALSE,FALSE,9700,-6.15E-08
CT,CT-HD-64,D,D,Tilt,FALSE,FALSE,FALSE,9522,-2.59E-06
CT,CT-HD-65,D,D,Lean,FALSE,FALSE,FALSE,8786,-3.01E-06
CT,CT-HD-66,R,R,Safe,FALSE,FALSE,FALSE,9468,-6.30E-08
CT,CT-HD-67,R,R,Safe,FALSE,FALSE,FALSE,9368,-6.36E-08
CT,CT-HD-68,R,R,Safe,FALSE,FALSE,FALSE,9606,-6.21E-08
CT,CT-HD-69,R,R,Safe,FALSE,FALSE,FALSE,10409,-5.73E-08
CT,CT-HD-70,R,R,Safe,FALSE,FALSE,FALSE,9211,-6.47E-08
CT,CT-HD-71,R,R,Safe,FALSE,FALSE,FALSE,9335,-6.39E-08
CT,CT-HD-72,D,D,Safe,FALSE,FALSE,FALSE,8221,-7.52E-07
CT,CT-HD-73,D,D,Likely,FALSE,FALSE,FALSE,8792,-2.21E-06
CT,CT-HD-74,R,R,Lean,FALSE,FALSE,FALSE,8659,-5.95E-07
CT,CT-HD-75,D,D,Safe,FALSE,FALSE,FALSE,7948,-7.77E-07
CT,CT-HD-76,R,R,Safe,FALSE,FALSE,FALSE,10030,-5.94E-08
CT,CT-HD-77,D,D,Tilt,FALSE,FALSE,FALSE,10068,-2.45E-06
CT,CT-HD-78,R,R,Safe,FALSE,FALSE,FALSE,10195,-5.85E-08
CT,CT-HD-79,D,D,Likely,FALSE,FALSE,FALSE,9941,-1.95E-06
CT,CT-HD-80,R,R,Safe,FALSE,FALSE,FALSE,9568,-6.23E-08
CT,CT-HD-81,R,R,Safe,FALSE,FALSE,FALSE,9784,-6.09E-08
CT,CT-HD-82,D,D,Safe,FALSE,FALSE,FALSE,10542,-5.86E-07
CT,CT-HD-83,D,D,Tilt,FALSE,FALSE,FALSE,10801,-2.29E-06
CT,CT-HD-84,D,D,Safe,FALSE,FALSE,FALSE,8086,-7.64E-07
CT,CT-HD-85,D,D,Likely,FALSE,FALSE,FALSE,9876,-1.96E-06
CT,CT-HD-86,R,R,Safe,FALSE,FALSE,FALSE,9895,-6.02E-08
CT,CT-HD-87,R,R,Safe,FALSE,FALSE,FALSE,10117,-5.89E-08
CT,CT-HD-88,D,D,Safe,FALSE,FALSE,FALSE,10428,-5.93E-07
CT,CT-HD-89,R,R,Safe,FALSE,FALSE,FALSE,9554,-6.24E-08
CT,CT-HD-90,R,R,Lean,FALSE,FALSE,FALSE,9922,-5.19E-07
CT,CT-HD-91,D,D,Safe,FALSE,FALSE,FALSE,10282,-6.01E-07
CT,CT-HD-92,D,D,Safe,FALSE,FALSE,FALSE,9233,-6.69E-07
CT,CT-HD-93,D,D,Safe,FALSE,FALSE,FALSE,9398,-6.57E-07
CT,CT-HD-94,D,D,Safe,FALSE,FALSE,FALSE,8889,-6.95E-07
CT,CT-HD-95,D,D,Safe,FALSE,FALSE,FALSE,7199,-8.58E-07
CT,CT-HD-96,D,D,Safe,FALSE,FALSE,FALSE,9687,-6.38E-07
CT,CT-HD-97,D,D,Safe,FALSE,FALSE,FALSE,9276,-6.66E-07
CT,CT-HD-98,D,D,Safe,FALSE,FALSE,FALSE,9143,-6.76E-07
CT,CT-HD-99,R,R,Tilt,FALSE,FALSE,FALSE,9917,-9.95E-07
CT,CT-HD-100,D,D,Safe,FALSE,FALSE,FALSE,9306,-6.64E-07
CT,CT-HD-101,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,9414,-1.84E-06
CT,CT-HD-102,D,D,Likely,FALSE,FALSE,FALSE,10417,-1.86E-06
CT,CT-HD-103,D,D,Tilt,FALSE,FALSE,FALSE,9993,-2.47E-06
CT,CT-HD-104,D,D,Safe,FALSE,FALSE,FALSE,9330,-6.62E-07
CT,CT-HD-105,R,R,Safe,FALSE,FALSE,FALSE,9901,-6.02E-08
CT,CT-HD-106,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,9444,-1.83E-06
CT,CT-HD-107,R,R,Safe,FALSE,FALSE,FALSE,9876,-6.04E-08
CT,CT-HD-108,R,R,Safe,FALSE,FALSE,FALSE,9625,-6.19E-08
CT,CT-HD-109,D,D,Safe,FALSE,FALSE,FALSE,8281,-7.46E-07
CT,CT-HD-110,D,D,Safe,FALSE,FALSE,FALSE,6599,-9.36E-07
CT,CT-HD-111,R,R,Lean,FALSE,FALSE,FALSE,8805,-5.85E-07
CT,CT-HD-112,R,R,Safe,FALSE,FALSE,FALSE,8824,-6.76E-08
CT,CT-HD-113,R,R,Safe,FALSE,FALSE,FALSE,9825,-6.07E-08
CT,CT-HD-114,R,R,Safe,FALSE,FALSE,FALSE,8892,-6.70E-08
CT,CT-HD-115,D,D,Safe,FALSE,FALSE,FALSE,8724,-7.08E-07
CT,CT-HD-116,D,D,Safe,FALSE,FALSE,FALSE,7864,-7.86E-07
CT,CT-HD-117,R,R,Likely,FALSE,FALSE,FALSE,10290,-2.19E-07
CT,CT-HD-118,D,D,Safe,FALSE,FALSE,FALSE,9920,-6.23E-07
CT,CT-HD-119,R,R,Lean,FALSE,FALSE,FALSE,9879,-5.22E-07
CT,CT-HD-120,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,9809,-1.76E-06
CT,CT-HD-121,D,D,Safe,FALSE,FALSE,FALSE,9170,-6.74E-07
CT,CT-HD-122,R,R,Safe,FALSE,FALSE,FALSE,10663,-5.59E-08
CT,CT-HD-123,R,R,Safe,FALSE,FALSE,FALSE,9319,-6.40E-08
CT,CT-HD-124,D,D,Safe,FALSE,FALSE,FALSE,8286,-7.46E-07
CT,CT-HD-125,R,R,Likely,FALSE,FALSE,FALSE,8567,-2.63E-07
CT,CT-HD-126,D,D,Safe,FALSE,FALSE,FALSE,8732,-7.08E-07
CT,CT-HD-127,D,D,Safe,FALSE,FALSE,FALSE,8795,-7.03E-07
CT,CT-HD-128,D,D,Safe,FALSE,FALSE,FALSE,6304,-9.80E-07
CT,CT-HD-129,D,D,Safe,FALSE,FALSE,FALSE,8056,-7.67E-07
CT,CT-HD-130,D,D,Safe,FALSE,FALSE,FALSE,7513,-8.22E-07
CT,CT-HD-131,R,R,Safe,FALSE,FALSE,FALSE,9473,-6.29E-08
CT,CT-HD-132,R,R,Likely,FALSE,FALSE,FALSE,9476,-2.38E-07
CT,CT-HD-133,D,D,Safe,FALSE,FALSE,FALSE,9362,-6.60E-07
CT,CT-HD-134,R,R,Safe,FALSE,FALSE,FALSE,9425,-6.32E-08
CT,CT-HD-135,D,D,Lean,FALSE,FALSE,FALSE,9181,-2.88E-06
CT,CT-HD-136,D,D,Safe,FALSE,FALSE,FALSE,9303,-6.64E-07
CT,CT-HD-137,D,D,Safe,FALSE,FALSE,FALSE,8924,-6.92E-07
CT,CT-HD-138,D,D,Lean,FALSE,FALSE,FALSE,9627,-2.74E-06
CT,CT-HD-139,D,D,Lean,FALSE,FALSE,FALSE,9544,-2.77E-06
CT,CT-HD-140,D,D,Safe,FALSE,FALSE,FALSE,6699,-9.22E-07
CT,CT-HD-141,R,R,Likely,FALSE,FALSE,FALSE,8854,-2.54E-07
CT,CT-HD-142,D,D,Likely,FALSE,FALSE,FALSE,9784,-1.98E-06
CT,CT-HD-143,R,R,Lean,FALSE,FALSE,FALSE,9365,-5.50E-07
CT,CT-HD-144,D,D,Safe,FALSE,FALSE,FALSE,9106,-6.79E-07
CT,CT-HD-145,D,D,Safe,FALSE,FALSE,FALSE,6523,-9.47E-07
CT,CT-HD-146,D,D,Safe,FALSE,FALSE,FALSE,9168,-6.74E-07
CT,CT-HD-147,D,D,Likely,FALSE,FALSE,FALSE,8392,-2.31E-06
CT,CT-HD-148,D,D,Safe,FALSE,FALSE,FALSE,7542,-8.19E-07
CT,CT-HD-149,R,R,Likely,FALSE,FALSE,FALSE,9062,-2.49E-07
CT,CT-HD-150,D,D,Lean,FALSE,FALSE,FALSE,8086,-3.27E-06
CT,CT-HD-151,R,R,Likely,FALSE,FALSE,FALSE,7721,-2.92E-07
CT,CT-SD-1,D,D,Safe,FALSE,FALSE,FALSE,34015,-7.90E-07
CT,CT-SD-2,D,D,Safe,FALSE,FALSE,FALSE,36836,-7.30E-07
CT,CT-SD-3,D,D,Safe,FALSE,FALSE,FALSE,38453,-6.99E-07
CT,CT-SD-4,D,D,Likely,FALSE,FALSE,FALSE,38997,-2.28E-06
CT,CT-SD-5,D,D,Safe,FALSE,FALSE,FALSE,38559,-6.97E-07
CT,CT-SD-6,D,D,Lean,FALSE,FALSE,FALSE,36820,-3.53E-06
CT,CT-SD-7,R,R,Likely,FALSE,FALSE,FALSE,43391,-3.02E-07
CT,CT-SD-8,R,R,Likely,FALSE,FALSE,FALSE,38605,-3.40E-07
CT,CT-SD-9,D,D,Safe,FALSE,FALSE,FALSE,41671,-6.45E-07
CT,CT-SD-10,D,D,Safe,FALSE,FALSE,FALSE,34710,-7.75E-07
CT,CT-SD-11,D,D,Safe,FALSE,FALSE,FALSE,37691,-7.13E-07
CT,CT-SD-12,D,D,Lean,FALSE,FALSE,FALSE,40030,-3.24E-06
CT,CT-SD-13,D,D,Lean,FALSE,FALSE,FALSE,40890,-3.18E-06
CT,CT-SD-14,D,D,Tilt,FALSE,FALSE,FALSE,39611,-3.25E-06
CT,CT-SD-15,D,D,Safe,FALSE,FALSE,FALSE,36893,-7.29E-07
CT,CT-SD-16,R,R,Safe,FALSE,FALSE,FALSE,42139,-7.96E-08
CT,CT-SD-17,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,39213,-2.43E-06
CT,CT-SD-18,R,R,Likely,FALSE,FALSE,FALSE,42069,-3.12E-07
CT,CT-SD-19,D,D,Safe,FALSE,FALSE,FALSE,40763,-6.60E-07
CT,CT-SD-20,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,40168,-2.37E-06
CT,CT-SD-21,R,R,Safe,FALSE,FALSE,FALSE,41582,-8.07E-08
CT,CT-SD-22,D,D,Safe,FALSE,FALSE,FALSE,36777,-7.31E-07
CT,CT-SD-23,D,D,Safe,FALSE,FALSE,FALSE,31014,-8.67E-07
CT,CT-SD-24,D,D,Lean,FALSE,FALSE,FALSE,37320,-3.48E-06
CT,CT-SD-25,D,D,Safe,FALSE,FALSE,FALSE,35900,-7.49E-07
CT,CT-SD-26,D,D,Lean,FALSE,FALSE,FALSE,39952,-3.25E-06
CT,CT-SD-27,D,D,Safe,FALSE,FALSE,FALSE,35135,-7.65E-07
CT,CT-SD-28,R,R,Likely,FALSE,FALSE,FALSE,41139,-3.19E-07
CT,CT-SD-29,D,D,Likely,FALSE,FALSE,FALSE,43345,-2.05E-06
CT,CT-SD-30,R,R,Lean,FALSE,FALSE,FALSE,39408,-7.63E-07
CT,CT-SD-31,R,R,Safe,FALSE,FALSE,FALSE,42618,-7.87E-08
CT,CT-SD-32,R,R,Safe,FALSE,FALSE,FALSE,39097,-8.58E-08
CT,CT-SD-33,D,D,Tilt,FALSE,FALSE,FALSE,42315,-3.05E-06
CT,CT-SD-34,R,R,Safe,FALSE,FALSE,FALSE,41642,-8.06E-08
CT,CT-SD-35,R,R,Lean,FALSE,FALSE,FALSE,42583,-7.06E-07
CT,CT-SD-36,D,D,Tilt,FALSE,FALSE,FALSE,35451,-3.64E-06
FL,FL-HD-1,R,R,Safe,FALSE,FALSE,FALSE,71594,2.49E-07
FL,FL-HD-2,R,R,Safe,FALSE,FALSE,FALSE,69101,2.58E-07
FL,FL-HD-3,R,R,Safe,FALSE,FALSE,FALSE,75980,2.35E-07
FL,FL-HD-4,R,R,Safe,FALSE,FALSE,FALSE,73735,2.42E-07
FL,FL-HD-5,R,R,Safe,FALSE,FALSE,FALSE,73227,2.44E-07
FL,FL-HD-6,R,R,Safe,FALSE,FALSE,FALSE,73342,2.43E-07
FL,FL-HD-7,R,R,Safe,FALSE,FALSE,FALSE,68540,2.60E-07
FL,FL-HD-8,D,D,Safe,FALSE,FALSE,FALSE,70419,3.50E-08
FL,FL-HD-9,D,D,Safe,FALSE,FALSE,FALSE,70413,3.50E-08
FL,FL-HD-10,R,R,Safe,FALSE,FALSE,FALSE,68253,2.61E-07
FL,FL-HD-11,R,R,Safe,FALSE,FALSE,FALSE,73749,2.42E-07
FL,FL-HD-12,R,R,Safe,FALSE,FALSE,FALSE,66902,2.67E-07
FL,FL-HD-13,D,D,Safe,FALSE,FALSE,FALSE,65757,3.75E-08
FL,FL-HD-14,D,D,Safe,FALSE,FALSE,FALSE,69057,3.57E-08
FL,FL-HD-15,R,R,Tilt,FALSE,FALSE,FALSE,66288,1.35E-06
FL,FL-HD-16,R,R,Safe,FALSE,FALSE,FALSE,70011,2.55E-07
FL,FL-HD-17,R,R,Safe,FALSE,FALSE,FALSE,83268,2.14E-07
FL,FL-HD-18,R,R,Safe,FALSE,FALSE,FALSE,69699,2.56E-07
FL,FL-HD-19,R,R,Safe,FALSE,FALSE,FALSE,65514,2.72E-07
FL,FL-HD-20,D,D,Safe,FALSE,FALSE,FALSE,69947,3.52E-08
FL,FL-HD-21,R,R,Tilt,FALSE,FALSE,FALSE,73504,1.22E-06
FL,FL-HD-22,R,R,Safe,FALSE,FALSE,FALSE,72097,2.47E-07
FL,FL-HD-23,R,R,Safe,FALSE,FALSE,FALSE,70064,2.55E-07
FL,FL-HD-24,R,R,Safe,FALSE,FALSE,FALSE,78246,2.28E-07
FL,FL-HD-25,R,R,Safe,FALSE,FALSE,FALSE,76133,2.34E-07
FL,FL-HD-26,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,71631,9.43E-07
FL,FL-HD-27,R,R,Likely,FALSE,FALSE,FALSE,71471,8.33E-07
FL,FL-HD-28,R,R,Tilt,FALSE,FALSE,FALSE,71128,1.26E-06
FL,FL-HD-29,R,R,Tilt,FALSE,FALSE,FALSE,70305,1.28E-06
FL,FL-HD-30,D,D,Lean,FALSE,FALSE,FALSE,70391,3.06E-07
FL,FL-HD-31,R,R,Safe,FALSE,FALSE,FALSE,73674,2.42E-07
FL,FL-HD-32,R,R,Likely,FALSE,FALSE,FALSE,75553,7.88E-07
FL,FL-HD-33,R,R,Safe,FALSE,FALSE,FALSE,92609,1.93E-07
FL,FL-HD-34,R,R,Safe,FALSE,FALSE,FALSE,74006,2.41E-07
FL,FL-HD-35,R,R,Safe,FALSE,FALSE,FALSE,73548,2.42E-07
FL,FL-HD-36,R,R,Likely,FALSE,FALSE,FALSE,71550,8.32E-07
FL,FL-HD-37,R,R,Safe,FALSE,FALSE,FALSE,73289,2.43E-07
FL,FL-HD-38,R,R,Safe,FALSE,FALSE,FALSE,71443,2.50E-07
FL,FL-HD-39,R,R,Safe,FALSE,FALSE,FALSE,75072,2.38E-07
FL,FL-HD-40,R,R,Safe,FALSE,FALSE,FALSE,69417,2.57E-07
FL,FL-HD-41,R,R,Safe,FALSE,FALSE,FALSE,69838,2.55E-07
FL,FL-HD-42,R,R,Lean,FALSE,FALSE,FALSE,73339,1.21E-06
FL,FL-HD-43,D,D,Safe,FALSE,FALSE,FALSE,70969,3.47E-08
FL,FL-HD-44,D,D,Lean,FALSE,FALSE,FALSE,71354,3.02E-07
FL,FL-HD-45,D,D,Safe,FALSE,FALSE,FALSE,66798,3.69E-08
FL,FL-HD-46,D,D,Safe,FALSE,FALSE,FALSE,58907,4.18E-08
FL,FL-HD-47,D,D,Safe,FALSE,FALSE,FALSE,74193,3.32E-08
FL,FL-HD-48,D,D,Safe,FALSE,FALSE,FALSE,64205,3.84E-08
FL,FL-HD-49,D,D,Safe,FALSE,FALSE,FALSE,75837,3.25E-08
FL,FL-HD-50,R,R,Likely,FALSE,FALSE,FALSE,73121,8.15E-07
FL,FL-HD-51,R,R,Safe,FALSE,FALSE,FALSE,72147,2.47E-07
FL,FL-HD-52,R,R,Safe,FALSE,FALSE,FALSE,78648,2.27E-07
FL,FL-HD-53,R,R,Safe,FALSE,FALSE,FALSE,72340,2.47E-07
FL,FL-HD-54,R,R,Safe,FALSE,FALSE,FALSE,75533,2.36E-07
FL,FL-HD-55,R,R,Safe,FALSE,FALSE,FALSE,66595,2.68E-07
FL,FL-HD-56,R,R,Safe,FALSE,FALSE,FALSE,62139,2.87E-07
FL,FL-HD-57,R,R,Likely,FALSE,FALSE,FALSE,74894,7.95E-07
FL,FL-HD-58,R,R,Likely,FALSE,FALSE,FALSE,63362,9.40E-07
FL,FL-HD-59,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,72102,9.37E-07
FL,FL-HD-60,R,R,Tilt,FALSE,FALSE,FALSE,74749,1.20E-06
FL,FL-HD-61,D,D,Safe,FALSE,FALSE,FALSE,66190,3.72E-08
FL,FL-HD-62,D,D,Safe,FALSE,FALSE,FALSE,59526,4.14E-08
FL,FL-HD-63,D,D,Likely,FALSE,FALSE,FALSE,70587,1.34E-07
FL,FL-HD-64,R,R,Safe,FALSE,FALSE,FALSE,68644,2.60E-07
FL,FL-HD-65,R,R,Safe,FALSE,FALSE,FALSE,74760,2.39E-07
FL,FL-HD-66,R,R,Safe,FALSE,FALSE,FALSE,73015,2.44E-07
FL,FL-HD-67,R,R,Safe,FALSE,FALSE,FALSE,70330,2.54E-07
FL,FL-HD-68,D,D,Safe,FALSE,FALSE,FALSE,74090,3.33E-08
FL,FL-HD-69,D,D,Tilt,FALSE,FALSE,FALSE,74129,5.45E-07
FL,FL-HD-70,D,D,Safe,FALSE,FALSE,FALSE,65204,3.78E-08
FL,FL-HD-71,R,R,Safe,FALSE,FALSE,FALSE,75932,2.35E-07
FL,FL-HD-72,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,74232,9.10E-07
FL,FL-HD-73,R,R,Safe,FALSE,FALSE,FALSE,81538,2.19E-07
FL,FL-HD-74,R,R,Safe,FALSE,FALSE,FALSE,82537,2.16E-07
FL,FL-HD-75,R,R,Safe,FALSE,FALSE,FALSE,82423,2.16E-07
FL,FL-HD-76,R,R,Safe,FALSE,FALSE,FALSE,74578,2.39E-07
FL,FL-HD-77,R,R,Safe,FALSE,FALSE,FALSE,76901,2.32E-07
FL,FL-HD-78,R,R,Safe,FALSE,FALSE,FALSE,72535,2.46E-07
FL,FL-HD-79,R,R,Safe,FALSE,FALSE,FALSE,72060,2.47E-07
FL,FL-HD-80,R,R,Safe,FALSE,FALSE,FALSE,61835,2.88E-07
FL,FL-HD-81,D,D,Safe,FALSE,FALSE,FALSE,64814,3.80E-08
FL,FL-HD-82,R,R,Safe,FALSE,FALSE,FALSE,72711,2.45E-07
FL,FL-HD-83,R,R,Lean,FALSE,FALSE,FALSE,72273,1.22E-06
FL,FL-HD-84,D,D,Tilt,FALSE,FALSE,FALSE,70131,5.76E-07
FL,FL-HD-85,R,R,Likely,FALSE,FALSE,FALSE,73559,8.10E-07
FL,FL-HD-86,D,D,Safe,FALSE,FALSE,FALSE,66974,3.68E-08
FL,FL-HD-87,D,D,Safe,FALSE,FALSE,FALSE,47891,5.14E-08
FL,FL-HD-88,D,D,Safe,FALSE,FALSE,FALSE,63585,3.87E-08
FL,FL-HD-89,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,73428,9.20E-07
FL,FL-HD-90,D,D,Safe,FALSE,FALSE,FALSE,67563,3.65E-08
FL,FL-HD-91,D,D,Safe,FALSE,FALSE,FALSE,74651,3.30E-08
FL,FL-HD-92,D,D,Safe,FALSE,FALSE,FALSE,58589,4.21E-08
FL,FL-HD-93,R,R,Tilt,FALSE,FALSE,FALSE,68956,1.30E-06
FL,FL-HD-94,D,D,Safe,FALSE,FALSE,FALSE,64320,3.83E-08
FL,FL-HD-95,D,D,Safe,FALSE,FALSE,FALSE,54884,4.49E-08
FL,FL-HD-96,D,D,Safe,FALSE,FALSE,FALSE,66433,3.71E-08
FL,FL-HD-97,D,D,Safe,FALSE,FALSE,FALSE,62592,3.94E-08
FL,FL-HD-98,D,D,Safe,FALSE,FALSE,FALSE,64001,3.85E-08
FL,FL-HD-99,D,D,Safe,FALSE,FALSE,FALSE,65316,3.77E-08
FL,FL-HD-100,D,D,Safe,FALSE,FALSE,FALSE,60032,4.10E-08
FL,FL-HD-101,D,D,Safe,FALSE,FALSE,FALSE,61670,3.99E-08
FL,FL-HD-102,D,D,Safe,FALSE,FALSE,FALSE,61969,3.98E-08
FL,FL-HD-103,D,D,Lean,FALSE,FALSE,FALSE,57799,3.73E-07
FL,FL-HD-104,D,D,Safe,FALSE,FALSE,FALSE,60110,4.10E-08
FL,FL-HD-105,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,56299,1.20E-06
FL,FL-HD-106,R,R,Safe,FALSE,FALSE,FALSE,73677,2.42E-07
FL,FL-HD-107,D,D,Safe,FALSE,FALSE,FALSE,56165,4.39E-08
FL,FL-HD-108,D,D,Safe,FALSE,FALSE,FALSE,57988,4.25E-08
FL,FL-HD-109,D,D,Safe,FALSE,FALSE,FALSE,57355,4.30E-08
FL,FL-HD-110,R,R,Safe,FALSE,FALSE,FALSE,49025,3.64E-07
FL,FL-HD-111,R,R,Safe,FALSE,FALSE,FALSE,47676,3.74E-07
FL,FL-HD-112,D,D,Safe,FALSE,FALSE,FALSE,54398,4.53E-08
FL,FL-HD-113,D,D,Safe,FALSE,FALSE,FALSE,49759,4.95E-08
FL,FL-HD-114,D,D,Lean,FALSE,FALSE,FALSE,61176,3.52E-07
FL,FL-HD-115,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,58993,1.15E-06
FL,FL-HD-116,R,R,Safe,FALSE,FALSE,FALSE,55814,3.19E-07
FL,FL-HD-117,D,D,Safe,FALSE,FALSE,FALSE,53262,4.63E-08
FL,FL-HD-118,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,58993,1.15E-06
FL,FL-HD-119,R,R,Likely,FALSE,FALSE,FALSE,60210,9.89E-07
FL,FL-HD-120,R,R,Lean,FALSE,FALSE,FALSE,63471,1.39E-06
FL,FL-SD-1,R,R,Safe,FALSE,FALSE,FALSE,217184,1.08E-07
