num_polls,julian_date,date_most_recent_poll,median_margin,esd,state_num
3,166,118,-2.00,6.72,30
3,166,125,19.00,3.62,31
2,166,165,11.30,4.00,32
2,166,142,24.00,1.48,33
4,166,155,0.50,2.97,34
1,166,065,-17.00,0.00,35
3,166,154,0.70,2.73,36
2,166,156,-23.50,6.67,37
0,166,001,10.98,-999.00,38
3,166,152,-4.00,8.73,39
0,166,001,15.51,-999.00,40
3,166,147,-10.00,3.43,41
0,166,001,-29.79,-999.00,42
3,166,143,-16.00,4.94,43
3,166,156,-1.00,1.91,44
2,166,136,-11.00,11.86,45
0,166,001,26.41,-999.00,46
3,166,137,10.00,2.64,47
3,166,141,22.00,7.25,48
1,166,009,-35.00,0.00,49
3,166,154,9.00,6.26,50
0,166,001,-46.30,-999.00,51
2,165,037,-20.50,0.74,1
0,165,001,-14.73,-999.00,2
3,165,154,1.70,2.54,3
1,165,162,-2.00,0.00,4
3,165,147,28.00,3.43,5
3,165,132,18.16,3.68,6
2,165,125,18.10,7.26,7
0,165,001,86.80,-999.00,8
1,165,021,15.70,0.00,9
5,165,163,3.00,4.32,10
3,165,165,1.00,3.62,11
0,165,001,32.52,-999.00,12
0,165,001,-31.60,-999.00,13
0,165,001,17.07,-999.00,14
2,165,144,-11.50,2.22,15
3,165,162,-1.00,0.66,16
3,165,153,-12.00,2.64,17
2,165,145,-16.50,0.74,18
0,165,001,-19.64,-999.00,19
1,165,063,10.00,0.00,20
2,165,144,24.40,0.89,21
2,165,127,30.90,4.30,22
5,165,164,13.00,7.59,23
1,165,141,5.00,0.00,24
2,165,156,-12.40,3.85,25
3,165,163,-7.00,2.31,26
2,165,118,-13.99,12.33,27
0,165,001,-25.05,-999.00,28
3,165,121,4.00,3.03,29
3,165,118,-2.00,6.72,30
3,165,125,19.00,3.62,31
2,165,165,11.30,4.00,32
2,165,142,24.00,1.48,33
4,165,155,0.50,2.97,34
1,165,065,-17.00,0.00,35
3,165,154,0.70,2.73,36
2,165,156,-23.50,6.67,37
0,165,001,10.98,-999.00,38
3,165,152,-4.00,8.73,39
0,165,001,15.51,-999.00,40
3,165,147,-10.00,3.43,41
0,165,001,-29.79,-999.00,42
3,165,143,-16.00,4.94,43
3,165,156,-1.00,1.91,44
2,165,136,-11.00,11.86,45
0,165,001,26.41,-999.00,46
3,165,137,10.00,2.64,47
3,165,141,22.00,7.25,48
1,165,009,-35.00,0.00,49
3,165,154,9.00,6.26,50
0,165,001,-46.30,-999.00,51
2,164,037,-20.50,0.74,1
0,164,001,-14.73,-999.00,2
3,164,154,1.70,2.54,3
1,164,162,-2.00,0.00,4
3,164,147,28.00,3.43,5
3,164,132,18.16,3.68,6
2,164,125,18.10,7.26,7
0,164,001,86.80,-999.00,8
1,164,021,15.70,0.00,9
5,164,163,3.00,4.32,10
3,164,148,-2.00,2.64,11
0,164,001,32.52,-999.00,12
0,164,001,-31.60,-999.00,13
0,164,001,17.07,-999.00,14
2,164,144,-11.50,2.22,15
3,164,162,-1.00,0.66,16
3,164,153,-12.00,2.64,17
2,164,145,-16.50,0.74,18
0,164,001,-19.64,-999.00,19
1,164,063,10.00,0.00,20
2,164,144,24.40,0.89,21
2,164,127,30.90,4.30,22
5,164,164,13.00,7.59,23
1,164,141,5.00,0.00,24
2,164,156,-12.40,3.85,25
3,164,163,-7.00,2.31,26
2,164,118,-13.99,12.33,27
0,164,001,-25.05,-999.00,28
3,164,121,4.00,3.03,29
3,164,118,-2.00,6.72,30
3,164,125,19.00,3.62,31
2,164,112,10.30,2.52,32
2,164,142,24.00,1.48,33
4,164,155,0.50,2.97,34
1,164,065,-17.00,0.00,35
3,164,154,0.70,2.73,36
2,164,156,-23.50,6.67,37
0,164,001,10.98,-999.00,38
3,164,152,-4.00,8.73,39
0,164,001,15.51,-999.00,40
3,164,147,-10.00,3.43,41
0,164,001,-29.79,-999.00,42
3,164,143,-16.00,4.94,43
3,164,156,-1.00,1.91,44
2,164,136,-11.00,11.86,45
0,164,001,26.41,-999.00,46
3,164,137,10.00,2.64,47
3,164,141,22.00,7.25,48
1,164,009,-35.00,0.00,49
3,164,154,9.00,6.26,50
0,164,001,-46.30,-999.00,51
2,163,037,-20.50,0.74,1
0,163,001,-14.73,-999.00,2
3,163,154,1.70,2.54,3
1,163,162,-2.00,0.00,4
3,163,147,28.00,3.43,5
3,163,132,18.16,3.68,6
2,163,125,18.10,7.26,7
0,163,001,86.80,-999.00,8
1,163,021,15.70,0.00,9
5,163,163,3.00,4.32,10
3,163,148,-2.00,2.64,11
0,163,001,32.52,-999.00,12
0,163,001,-31.60,-999.00,13
0,163,001,17.07,-999.00,14
2,163,144,-11.50,2.22,15
3,163,162,-1.00,0.66,16
3,163,153,-12.00,2.64,17
2,163,145,-16.50,0.74,18
0,163,001,-19.64,-999.00,19
1,163,063,10.00,0.00,20
2,163,144,24.40,0.89,21
2,163,127,30.90,4.30,22
4,163,159,10.50,8.52,23
1,163,141,5.00,0.00,24
2,163,156,-12.40,3.85,25
3,163,163,-7.00,2.31,26
2,163,118,-13.99,12.33,27
0,163,001,-25.05,-999.00,28
3,163,121,4.00,3.03,29
3,163,118,-2.00,6.72,30
3,163,125,19.00,3.62,31
2,163,112,10.30,2.52,32
2,163,142,24.00,1.48,33
4,163,155,0.50,2.97,34
1,163,065,-17.00,0.00,35
3,163,154,0.70,2.73,36
2,163,156,-23.50,6.67,37
0,163,001,10.98,-999.00,38
3,163,152,-4.00,8.73,39
0,163,001,15.51,-999.00,40
3,163,147,-10.00,3.43,41
0,163,001,-29.79,-999.00,42
3,163,143,-16.00,4.94,43
3,163,156,-1.00,1.91,44
2,163,136,-11.00,11.86,45
0,163,001,26.41,-999.00,46
3,163,137,10.00,2.64,47
3,163,141,22.00,7.25,48
1,163,009,-35.00,0.00,49
3,163,154,9.00,6.26,50
0,163,001,-46.30,-999.00,51
2,162,037,-20.50,0.74,1
0,162,001,-14.73,-999.00,2
4,162,154,2.85,2.71,3
1,162,162,-2.00,0.00,4
3,162,147,28.00,3.43,5
3,162,132,18.16,3.68,6
2,162,125,18.10,7.26,7
0,162,001,86.80,-999.00,8
1,162,021,15.70,0.00,9
5,162,152,2.00,1.45,10
3,162,148,-2.00,2.64,11
0,162,001,32.52,-999.00,12
0,162,001,-31.60,-999.00,13
0,162,001,17.07,-999.00,14
2,162,144,-11.50,2.22,15
3,162,162,-1.00,0.66,16
3,162,153,-12.00,2.64,17
2,162,145,-16.50,0.74,18
0,162,001,-19.64,-999.00,19
1,162,063,10.00,0.00,20
2,162,144,24.40,0.89,21
2,162,127,30.90,4.30,22
5,162,159,8.00,7.24,23
1,162,141,5.00,0.00,24
2,162,156,-12.40,3.85,25
3,162,148,-7.00,2.97,26
2,162,118,-13.99,12.33,27
0,162,001,-25.05,-999.00,28
3,162,121,4.00,3.03,29
3,162,118,-2.00,6.72,30
3,162,125,19.00,3.62,31
2,162,112,10.30,2.52,32
2,162,142,24.00,1.48,33
5,162,155,1.00,2.73,34
1,162,065,-17.00,0.00,35
3,162,154,0.70,2.73,36
2,162,156,-23.50,6.67,37
0,162,001,10.98,-999.00,38
3,162,152,-4.00,8.73,39
0,162,001,15.51,-999.00,40
3,162,147,-10.00,3.43,41
0,162,001,-29.79,-999.00,42
3,162,143,-16.00,4.94,43
3,162,156,-1.00,1.91,44
2,162,136,-11.00,11.86,45
0,162,001,26.41,-999.00,46
3,162,137,10.00,2.64,47
3,162,141,22.00,7.25,48
1,162,009,-35.00,0.00,49
3,162,154,9.00,6.26,50
0,162,001,-46.30,-999.00,51
2,161,037,-20.50,0.74,1
0,161,001,-14.73,-999.00,2
4,161,154,2.85,2.71,3
0,161,001,-26.92,-999.00,4
3,161,147,28.00,3.43,5
3,161,132,18.16,3.68,6
2,161,125,18.10,7.26,7
0,161,001,86.80,-999.00,8
1,161,021,15.70,0.00,9
5,161,152,2.00,1.45,10
3,161,148,-2.00,2.64,11
0,161,001,32.52,-999.00,12
0,161,001,-31.60,-999.00,13
0,161,001,17.07,-999.00,14
2,161,144,-11.50,2.22,15
3,161,160,-1.00,6.26,16
3,161,153,-12.00,2.64,17
2,161,145,-16.50,0.74,18
0,161,001,-19.64,-999.00,19
1,161,063,10.00,0.00,20
2,161,144,24.40,0.89,21
2,161,127,30.90,4.30,22
5,161,159,8.00,7.24,23
1,161,141,5.00,0.00,24
2,161,156,-12.40,3.85,25
3,161,148,-7.00,2.97,26
2,161,118,-13.99,12.33,27
0,161,001,-25.05,-999.00,28
3,161,121,4.00,3.03,29
3,161,118,-2.00,6.72,30
3,161,125,19.00,3.62,31
2,161,112,10.30,2.52,32
2,161,142,24.00,1.48,33
6,161,155,0.50,2.52,34
1,161,065,-17.00,0.00,35
3,161,154,0.70,2.73,36
2,161,156,-23.50,6.67,37
0,161,001,10.98,-999.00,38
3,161,152,-4.00,8.73,39
0,161,001,15.51,-999.00,40
3,161,147,-10.00,3.43,41
0,161,001,-29.79,-999.00,42
3,161,143,-16.00,4.94,43
3,161,156,-1.00,1.91,44
2,161,136,-11.00,11.86,45
0,161,001,26.41,-999.00,46
3,161,137,10.00,2.64,47
3,161,141,22.00,7.25,48
1,161,009,-35.00,0.00,49
3,161,154,9.00,6.26,50
0,161,001,-46.30,-999.00,51
2,160,037,-20.50,0.74,1
0,160,001,-14.73,-999.00,2
4,160,154,2.85,2.71,3
0,160,001,-26.92,-999.00,4
3,160,147,28.00,3.43,5
3,160,132,18.16,3.68,6
2,160,125,18.10,7.26,7
0,160,001,86.80,-999.00,8
1,160,021,15.70,0.00,9
6,160,152,2.50,2.03,10
3,160,148,-2.00,2.64,11
0,160,001,32.52,-999.00,12
0,160,001,-31.60,-999.00,13
0,160,001,17.07,-999.00,14
2,160,144,-11.50,2.22,15
3,160,160,-1.00,6.26,16
3,160,153,-12.00,2.64,17
2,160,145,-16.50,0.74,18
0,160,001,-19.64,-999.00,19
1,160,063,10.00,0.00,20
2,160,144,24.40,0.89,21
2,160,127,30.90,4.30,22
5,160,159,8.00,7.24,23
1,160,141,5.00,0.00,24
2,160,156,-12.40,3.85,25
3,160,148,-7.00,2.97,26
2,160,118,-13.99,12.33,27
0,160,001,-25.05,-999.00,28
3,160,121,4.00,3.03,29
3,160,118,-2.00,6.72,30
3,160,125,19.00,3.62,31
2,160,112,10.30,2.52,32
2,160,142,24.00,1.48,33
6,160,155,0.50,2.52,34
1,160,065,-17.00,0.00,35
3,160,154,0.70,2.73,36
2,160,156,-23.50,6.67,37
0,160,001,10.98,-999.00,38
3,160,152,-4.00,8.73,39
0,160,001,15.51,-999.00,40
3,160,147,-10.00,3.43,41
0,160,001,-29.79,-999.00,42
3,160,143,-16.00,4.94,43
3,160,156,-1.00,1.91,44
2,160,136,-11.00,11.86,45
0,160,001,26.41,-999.00,46
3,160,137,10.00,2.64,47
3,160,141,22.00,7.25,48
1,160,009,-35.00,0.00,49
3,160,154,9.00,6.26,50
0,160,001,-46.30,-999.00,51
2,159,037,-20.50,0.74,1
0,159,001,-14.73,-999.00,2
5,159,154,4.00,3.52,3
0,159,001,-26.92,-999.00,4
3,159,147,28.00,3.43,5
3,159,132,18.16,3.68,6
2,159,125,18.10,7.26,7
0,159,001,86.80,-999.00,8
1,159,021,15.70,0.00,9
6,159,152,2.50,2.03,10
3,159,148,-2.00,2.64,11
0,159,001,32.52,-999.00,12
0,159,001,-31.60,-999.00,13
0,159,001,17.07,-999.00,14
2,159,144,-11.50,2.22,15
3,159,156,-2.00,5.60,16
3,159,153,-12.00,2.64,17
2,159,145,-16.50,0.74,18
0,159,001,-19.64,-999.00,19
1,159,063,10.00,0.00,20
2,159,144,24.40,0.89,21
2,159,127,30.90,4.30,22
5,159,159,8.00,7.24,23
1,159,141,5.00,0.00,24
2,159,156,-12.40,3.85,25
3,159,148,-7.00,2.97,26
2,159,118,-13.99,12.33,27
0,159,001,-25.05,-999.00,28
3,159,121,4.00,3.03,29
3,159,118,-2.00,6.72,30
3,159,125,19.00,3.62,31
2,159,112,10.30,2.52,32
2,159,142,24.00,1.48,33
6,159,155,0.50,2.52,34
1,159,065,-17.00,0.00,35
3,159,154,0.70,2.73,36
2,159,156,-23.50,6.67,37
0,159,001,10.98,-999.00,38
3,159,152,-4.00,8.73,39
0,159,001,15.51,-999.00,40
3,159,147,-10.00,3.43,41
0,159,001,-29.79,-999.00,42
3,159,143,-16.00,4.94,43
3,159,156,-1.00,1.91,44
2,159,136,-11.00,11.86,45
0,159,001,26.41,-999.00,46
3,159,137,10.00,2.64,47
3,159,141,22.00,7.25,48
1,159,009,-35.00,0.00,49
3,159,154,9.00,6.26,50
0,159,001,-46.30,-999.00,51
2,158,037,-20.50,0.74,1
0,158,001,-14.73,-999.00,2
5,158,154,4.00,3.52,3
0,158,001,-26.92,-999.00,4
3,158,147,28.00,3.43,5
3,158,132,18.16,3.68,6
2,158,125,18.10,7.26,7
0,158,001,86.80,-999.00,8
1,158,021,15.70,0.00,9
6,158,152,2.50,2.03,10
3,158,148,-2.00,2.64,11
0,158,001,32.52,-999.00,12
0,158,001,-31.60,-999.00,13
0,158,001,17.07,-999.00,14
2,158,144,-11.50,2.22,15
3,158,156,-2.00,5.60,16
3,158,153,-12.00,2.64,17
2,158,145,-16.50,0.74,18
0,158,001,-19.64,-999.00,19
1,158,063,10.00,0.00,20
2,158,144,24.40,0.89,21
2,158,127,30.90,4.30,22
4,158,156,7.00,5.93,23
1,158,141,5.00,0.00,24
2,158,156,-12.40,3.85,25
3,158,148,-7.00,2.97,26
2,158,118,-13.99,12.33,27
0,158,001,-25.05,-999.00,28
3,158,121,4.00,3.03,29
3,158,118,-2.00,6.72,30
3,158,125,19.00,3.62,31
2,158,112,10.30,2.52,32
2,158,142,24.00,1.48,33
6,158,155,0.50,2.52,34
1,158,065,-17.00,0.00,35
3,158,154,0.70,2.73,36
2,158,156,-23.50,6.67,37
0,158,001,10.98,-999.00,38
3,158,152,-4.00,8.73,39
0,158,001,15.51,-999.00,40
3,158,147,-10.00,3.43,41
0,158,001,-29.79,-999.00,42
3,158,143,-16.00,4.94,43
3,158,156,-1.00,1.91,44
2,158,136,-11.00,11.86,45
0,158,001,26.41,-999.00,46
3,158,137,10.00,2.64,47
3,158,141,22.00,7.25,48
1,158,009,-35.00,0.00,49
3,158,154,9.00,6.26,50
0,158,001,-46.30,-999.00,51
2,157,037,-20.50,0.74,1
0,157,001,-14.73,-999.00,2
5,157,154,4.00,3.52,3
0,157,001,-26.92,-999.00,4
3,157,147,28.00,3.43,5
3,157,132,18.16,3.68,6
2,157,125,18.10,7.26,7
0,157,001,86.80,-999.00,8
1,157,021,15.70,0.00,9
6,157,152,2.50,2.03,10
3,157,148,-2.00,2.64,11
0,157,001,32.52,-999.00,12
0,157,001,-31.60,-999.00,13
0,157,001,17.07,-999.00,14
2,157,144,-11.50,2.22,15
3,157,156,-2.00,5.60,16
3,157,153,-12.00,2.64,17
2,157,145,-16.50,0.74,18
0,157,001,-19.64,-999.00,19
1,157,063,10.00,0.00,20
2,157,144,24.40,0.89,21
2,157,127,30.90,4.30,22
4,157,156,7.00,5.93,23
1,157,141,5.00,0.00,24
2,157,156,-12.40,3.85,25
3,157,148,-7.00,2.97,26
2,157,118,-13.99,12.33,27
0,157,001,-25.05,-999.00,28
3,157,121,4.00,3.03,29
3,157,118,-2.00,6.72,30
3,157,125,19.00,3.62,31
2,157,112,10.30,2.52,32
2,157,142,24.00,1.48,33
7,157,155,0.00,2.80,34
1,157,065,-17.00,0.00,35
3,157,154,0.70,2.73,36
2,157,156,-23.50,6.67,37
0,157,001,10.98,-999.00,38
3,157,152,-4.00,8.73,39
0,157,001,15.51,-999.00,40
3,157,147,-10.00,3.43,41
0,157,001,-29.79,-999.00,42
3,157,143,-16.00,4.94,43
3,157,156,-1.00,1.91,44
2,157,136,-11.00,11.86,45
0,157,001,26.41,-999.00,46
3,157,137,10.00,2.64,47
3,157,141,22.00,7.25,48
1,157,009,-35.00,0.00,49
3,157,154,9.00,6.26,50
0,157,001,-46.30,-999.00,51
2,156,037,-20.50,0.74,1
0,156,001,-14.73,-999.00,2
5,156,154,4.00,3.52,3
0,156,001,-26.92,-999.00,4
3,156,147,28.00,3.43,5
3,156,132,18.16,3.68,6
2,156,125,18.10,7.26,7
0,156,001,86.80,-999.00,8
1,156,021,15.70,0.00,9
6,156,152,2.50,2.03,10
3,156,148,-2.00,2.64,11
0,156,001,32.52,-999.00,12
0,156,001,-31.60,-999.00,13
0,156,001,17.07,-999.00,14
2,156,144,-11.50,2.22,15
3,156,156,-2.00,5.60,16
3,156,153,-12.00,2.64,17
2,156,145,-16.50,0.74,18
0,156,001,-19.64,-999.00,19
1,156,063,10.00,0.00,20
2,156,144,24.40,0.89,21
2,156,127,30.90,4.30,22
4,156,156,7.00,5.93,23
1,156,141,5.00,0.00,24
2,156,156,-12.40,3.85,25
3,156,148,-7.00,2.97,26
2,156,118,-13.99,12.33,27
0,156,001,-25.05,-999.00,28
3,156,121,4.00,3.03,29
3,156,118,-2.00,6.72,30
3,156,125,19.00,3.62,31
2,156,112,10.30,2.52,32
2,156,142,24.00,1.48,33
7,156,155,0.00,2.80,34
1,156,065,-17.00,0.00,35
3,156,154,0.70,2.73,36
2,156,156,-23.50,6.67,37
0,156,001,10.98,-999.00,38
3,156,152,-4.00,8.73,39
0,156,001,15.51,-999.00,40
3,156,147,-10.00,3.43,41
0,156,001,-29.79,-999.00,42
3,156,143,-16.00,4.94,43
3,156,156,-1.00,1.91,44
2,156,136,-11.00,11.86,45
0,156,001,26.41,-999.00,46
3,156,137,10.00,2.64,47
3,156,141,22.00,7.25,48
1,156,009,-35.00,0.00,49
4,156,154,9.16,5.25,50
0,156,001,-46.30,-999.00,51
2,155,037,-20.50,0.74,1
0,155,001,-14.73,-999.00,2
5,155,154,4.00,3.52,3
0,155,001,-26.92,-999.00,4
3,155,147,28.00,3.43,5
3,155,132,18.16,3.68,6
2,155,125,18.10,7.26,7
0,155,001,86.80,-999.00,8
1,155,021,15.70,0.00,9
6,155,152,2.50,2.03,10
4,155,148,-0.50,2.97,11
0,155,001,32.52,-999.00,12
0,155,001,-31.60,-999.00,13
0,155,001,17.07,-999.00,14
2,155,144,-11.50,2.22,15
3,155,122,-2.00,5.27,16
3,155,153,-12.00,2.64,17
2,155,145,-16.50,0.74,18
0,155,001,-19.64,-999.00,19
1,155,063,10.00,0.00,20
2,155,144,24.40,0.89,21
2,155,127,30.90,4.30,22
4,155,155,7.00,4.45,23
1,155,141,5.00,0.00,24
2,155,100,-12.80,3.26,25
3,155,148,-7.00,2.97,26
2,155,118,-13.99,12.33,27
0,155,001,-25.05,-999.00,28
3,155,121,4.00,3.03,29
3,155,118,-2.00,6.72,30
3,155,125,19.00,3.62,31
2,155,112,10.30,2.52,32
2,155,142,24.00,1.48,33
7,155,155,0.00,2.80,34
1,155,065,-17.00,0.00,35
3,155,154,0.70,2.73,36
2,155,068,-26.00,2.97,37
0,155,001,10.98,-999.00,38
3,155,152,-4.00,8.73,39
0,155,001,15.51,-999.00,40
3,155,147,-10.00,3.43,41
0,155,001,-29.79,-999.00,42
3,155,143,-16.00,4.94,43
3,155,153,-1.00,2.24,44
2,155,136,-11.00,11.86,45
0,155,001,26.41,-999.00,46
3,155,137,10.00,2.64,47
3,155,141,22.00,7.25,48
1,155,009,-35.00,0.00,49
5,155,154,9.00,5.65,50
0,155,001,-46.30,-999.00,51
2,154,037,-20.50,0.74,1
0,154,001,-14.73,-999.00,2
5,154,154,4.00,3.52,3
0,154,001,-26.92,-999.00,4
3,154,147,28.00,3.43,5
3,154,132,18.16,3.68,6
2,154,125,18.10,7.26,7
0,154,001,86.80,-999.00,8
1,154,021,15.70,0.00,9
6,154,152,2.50,2.03,10
4,154,148,-0.50,2.97,11
0,154,001,32.52,-999.00,12
0,154,001,-31.60,-999.00,13
0,154,001,17.07,-999.00,14
2,154,144,-11.50,2.22,15
3,154,122,-2.00,5.27,16
3,154,153,-12.00,2.64,17
2,154,145,-16.50,0.74,18
0,154,001,-19.64,-999.00,19
1,154,063,10.00,0.00,20
2,154,144,24.40,0.89,21
2,154,127,30.90,4.30,22
3,154,152,6.00,3.29,23
1,154,141,5.00,0.00,24
2,154,100,-12.80,3.26,25
3,154,148,-7.00,2.97,26
2,154,118,-13.99,12.33,27
0,154,001,-25.05,-999.00,28
3,154,121,4.00,3.03,29
3,154,118,-2.00,6.72,30
3,154,125,19.00,3.62,31
2,154,112,10.30,2.52,32
2,154,142,24.00,1.48,33
6,154,152,-0.10,2.41,34
1,154,065,-17.00,0.00,35
3,154,154,0.70,2.73,36
2,154,068,-26.00,2.97,37
0,154,001,10.98,-999.00,38
3,154,152,-4.00,8.73,39
0,154,001,15.51,-999.00,40
3,154,147,-10.00,3.43,41
0,154,001,-29.79,-999.00,42
3,154,143,-16.00,4.94,43
3,154,153,-1.00,2.24,44
2,154,136,-11.00,11.86,45
0,154,001,26.41,-999.00,46
3,154,137,10.00,2.64,47
3,154,141,22.00,7.25,48
1,154,009,-35.00,0.00,49
5,154,154,9.00,5.65,50
0,154,001,-46.30,-999.00,51
2,153,037,-20.50,0.74,1
0,153,001,-14.73,-999.00,2
4,153,152,2.85,4.15,3
0,153,001,-26.92,-999.00,4
3,153,147,28.00,3.43,5
3,153,132,18.16,3.68,6
2,153,125,18.10,7.26,7
0,153,001,86.80,-999.00,8
1,153,021,15.70,0.00,9
6,153,152,2.50,2.03,10
4,153,148,-0.50,2.97,11
0,153,001,32.52,-999.00,12
0,153,001,-31.60,-999.00,13
0,153,001,17.07,-999.00,14
2,153,144,-11.50,2.22,15
3,153,122,-2.00,5.27,16
3,153,153,-12.00,2.64,17
2,153,145,-16.50,0.74,18
0,153,001,-19.64,-999.00,19
1,153,063,10.00,0.00,20
2,153,144,24.40,0.89,21
2,153,127,30.90,4.30,22
4,153,152,7.00,3.58,23
1,153,141,5.00,0.00,24
2,153,100,-12.80,3.26,25
3,153,148,-7.00,2.97,26
2,153,118,-13.99,12.33,27
0,153,001,-25.05,-999.00,28
3,153,121,4.00,3.03,29
3,153,118,-2.00,6.72,30
3,153,125,19.00,3.62,31
2,153,112,10.30,2.52,32
2,153,142,24.00,1.48,33
6,153,152,-0.10,2.41,34
1,153,065,-17.00,0.00,35
3,153,131,0.70,3.39,36
2,153,068,-26.00,2.97,37
0,153,001,10.98,-999.00,38
3,153,152,-4.00,8.73,39
0,153,001,15.51,-999.00,40
3,153,147,-10.00,3.43,41
0,153,001,-29.79,-999.00,42
3,153,143,-16.00,4.94,43
3,153,153,-1.00,2.24,44
2,153,136,-11.00,11.86,45
0,153,001,26.41,-999.00,46
3,153,137,10.00,2.64,47
3,153,141,22.00,7.25,48
1,153,009,-35.00,0.00,49
4,153,152,6.16,6.05,50
0,153,001,-46.30,-999.00,51
2,152,037,-20.50,0.74,1
0,152,001,-14.73,-999.00,2
4,152,152,2.85,4.15,3
0,152,001,-26.92,-999.00,4
3,152,147,28.00,3.43,5
3,152,132,18.16,3.68,6
2,152,125,18.10,7.26,7
0,152,001,86.80,-999.00,8
1,152,021,15.70,0.00,9
6,152,152,2.50,2.03,10
4,152,148,-0.50,2.97,11
0,152,001,32.52,-999.00,12
0,152,001,-31.60,-999.00,13
0,152,001,17.07,-999.00,14
2,152,144,-11.50,2.22,15
3,152,122,-2.00,5.27,16
