state,district,favored,confidence,rep_nominee,dem_nominee,incumbent,third_party_cand,third_party,redistricting_voter_power,anti_gerrymandering_party,geoid,chamber,district_link,dem_cand_link,rep_cand_link,third_cand_link
MN,MN-HD-54A,D,Lean,Keith Franke,Anne Claflin,D,,,2.3770507618192007,R,2754A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_54A,https://www.anneformnhouse.com/,https://ballotpedia.org/Keith_Franke,
MN,MN-SD-19,D,Safe,Elizabeth Bangert,Nick Frentz,D,,,2.321362893646784,R,27019,SD,https://ballotpedia.org/Minnesota_State_Senate_District_19,https://www.frentzforsenate.com/,https://ballotpedia.org/Elizabeth_Bangert,
MN,MN-HD-57B,D,Lean,Sandra Jimenez,John Huot,D,,,2.3030816445888838,R,2757B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_57B,http://huotforhouse.com/,https://www.sandraformn.com/,
MN,MN-SD-28,R,Safe,Jeremy Miller,Sarah Kruger,R,,,2.25326041735754,R,27028,SD,https://ballotpedia.org/Minnesota_State_Senate_District_28,https://www.sarahkrugermnsenate.com/,http://www.friendsformiller.com/,
MN,MN-HD-33B,D,Tilt,Andrew Myers,Kelly Morrison,D,,,2.2392721265216786,R,2733B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_33B,https://morrisonforhouse.com/,https://voteandrewmyers.com/,
MN,MN-HD-37B,D,Tilt,Nolan West,Amir Malik,R,,,2.2289919386444623,R,2737B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_37B,http://malikformn.com/,https://www.nolanwest.com/,
MN,MN-HD-56A,D,Tilt,Pam Myhra,Jessica Hanson,Open,,,2.172966422072559,R,2756A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_56A,https://www.jesshansonforhouse.com/,https://ballotpedia.org/Pam_Myhra,
MN,MN-SD-62,D,Safe,Bruce Lundeen,Omar Fateh,Open,,,2.168293609401097,R,27062,SD,https://ballotpedia.org/Minnesota_State_Senate_District_62,https://omarfateh.org/,http://www.bruceforsenate.com/,
MN,MN-HD-39B,D,Lean,Joe Garofalo,Shelly Christensen,D,,,2.16579742301918,R,2739B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_39B,https://www.shellyforhouse.com/,https://votemnjoe.com/,
MN,MN-HD-36A,D,Lean,Bill Maresh,Zack Stephenson,D,,,2.164537270956812,R,2736A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_36A,https://www.zack.mn/,https://www.mareshforhouse.com/,
MN,MN-HD-53B,D,Lean,Kelly Jahner-Byrne,Steve Sandell,D,,,2.1538531108873524,R,2753B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_53B,https://www.sandellmn53b.com/,https://goaskkelly.com/,
MN,MN-HD-05A,D,Tilt,Matt Bliss,John Persell,D,,,2.120287242316992,R,2705A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_5A,https://www.johnpersell.com/,http://www.mattbliss.us/,
MN,MN-HD-38B,D,Lean,Elliott Engen,Ami Wazlawik,D,,,2.097309062844809,R,2738B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_38B,https://amiwazlawik.com/,https://www.elliottengen.com/,
MN,MN-HD-47B,FALSE,Toss-Up,Greg Boe,Dan Kessler,R,,,2.06625746896348,R,2747B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_47B,https://www.kesslerforhouse.com/,https://www.voteforboe.com/,
MN,MN-SD-43,D,Safe,Bob Zick,Charles Wiger,D,Doug Daubenspeck,Grassroots-Legalize Cannabis Party Of Minnesota,1.9248370545000693,R,27043,SD,https://ballotpedia.org/Minnesota_State_Senate_District_43,https://ballotpedia.org/Charles_Wiger,https://ballotpedia.org/Bob_Zick,https://ballotpedia.org/Doug_Daubenspeck
MN,MN-SD-40,D,Safe,Robert Marvin,Chris Eaton,D,,,1.8294996171308329,R,27040,SD,https://ballotpedia.org/Minnesota_State_Senate_District_40,https://eaton4senate.com/,https://ballotpedia.org/Robert_Marvin,
MN,MN-SD-65,D,Safe,Paul Holmgren,Sandra Pappas,D,,,1.7920749097092004,R,27065,SD,https://ballotpedia.org/Minnesota_State_Senate_District_65,http://sandypappas.com/,https://ballotpedia.org/Paul_Holmgren,
MN,MN-SD-03,D,Safe,Christopher Hogan,Thomas Bakk,D,,,1.712673270908576,R,27003,SD,https://ballotpedia.org/Minnesota_State_Senate_District_3,https://ballotpedia.org/Thomas_Bakk,https://ballotpedia.org/Christopher_Hogan_(Minnesota),
MN,MN-HD-54B,FALSE,Toss-Up,Tony Jurgens,Kelsey Waits,R,,,1.6442994700126017,R,2754B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_54B,https://www.kelseywaits.com/,https://www.tonyjurgens.com/,
MN,MN-SD-63,D,Safe,Diane Napper,Patricia Torres Ray,D,Chris Wright,Grassroots-Legalize Cannabis Party Of Minnesota,1.631275888889559,R,27063,SD,https://ballotpedia.org/Minnesota_State_Senate_District_63,https://patriciatorresray.org/,https://www.nappermn63.com/,https://www.votewright.org/
MN,MN-SD-59,D,Safe,Paul Anderson,Bobby Joe Champion,Open,,,1.6290329388072573,R,27059,SD,https://ballotpedia.org/Minnesota_State_Senate_District_59,http://champion4change.org/,https://ballotpedia.org/Paul_Anderson_(Minnesota_Senate_candidate),
MN,MN-SD-64,D,Safe,Sharon Anderson,Erin Murphy,Open,Patricia Jirovec McArdell,Legal Marijuana Now Party,1.627989846430273,R,27064,SD,https://ballotpedia.org/Minnesota_State_Senate_District_64,https://www.murphyfor64.com/,https://sharonsenate64.blogspot.com/,https://minnmarijuana.wixsite.com/legalmarijuananow
MN,MN-SD-66,D,Safe,Greg Copeland,John Marty,D,,,1.588346306669159,R,27066,SD,https://ballotpedia.org/Minnesota_State_Senate_District_66,https://johnmarty.org/,https://gregcopeland911.wordpress.com/,
MN,MN-SD-41,D,Safe,Lucia Vogel,Mary Kunesh-Podein,Open,,,1.575455373131629,R,27041,SD,https://ballotpedia.org/Minnesota_State_Senate_District_41,http://marykunesh.com/,https://www.luciavogelforminnesotasenate41.com/,
MN,MN-HD-34B,D,Likely,Dori Trossen,Kristin Bahner,D,,,1.532176083640332,R,2734B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_34B,https://www.bahnerforhouse.com/,https://www.votefordori.com/,
MN,MN-SD-61,D,Safe,Jennifer Zielinski,Scott Dibble,D,,,1.515896607236529,R,27061,SD,https://ballotpedia.org/Minnesota_State_Senate_District_61,https://www.scottdibble.com/,https://ballotpedia.org/Jennifer_Zielinski,
MN,MN-HD-25B,D,Likely,Kenneth Bush,Liz Boldon,Open,,,1.4977178585856148,R,2725B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_25B,https://lizboldon.com/,https://ballotpedia.org/Kenneth_Bush,
MN,MN-SD-45,D,Safe,Roxana Bruins,Ann Rest,D,Andy Schuler,Legal Marijuana Now Party,1.4783271933579738,R,27045,SD,https://ballotpedia.org/Minnesota_State_Senate_District_45,https://www.annrest.com/,http://Roxanaforsenate.org,https://www.voteschuler.org/
MN,MN-HD-52B,D,Likely,Cynthia Lonnquist,Ruth Richardson,D,,,1.4583757906097568,R,2752B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_52B,http://www.ruthforhouse.com/,https://www.cynthia4mn.com/,
MN,MN-SD-46,D,Safe,Bryan Bjornson,Ron Latz,D,,,1.4404382193870475,R,27046,SD,https://ballotpedia.org/Minnesota_State_Senate_District_46,http://ronlatz.org/,http://bryanbjornson.com/,
MN,MN-HD-44A,D,Likely,Perry Nouis,Ginny Klevorn,D,,,1.4264740462940075,R,2744A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_44A,https://www.ginnyklevorn.com/,http://perrynouisformn.com/,
MN,MN-SD-07,D,Safe,Donna Bergstrom,Jen McEwen,Open,,,1.399630998534847,R,27007,SD,https://ballotpedia.org/Minnesota_State_Senate_District_7,https://www.votemcewen.com/,http://www.dbergstrom.com/,
MN,MN-SD-22,R,Safe,Bill Weber,Shawna Marshall,R,Brian Abrahamson,Grassroots-Legalize Cannabis Party Of Minnesota,1.3244499647278012,R,27022,SD,https://ballotpedia.org/Minnesota_State_Senate_District_22,https://www.shawna4mn.com,https://ballotpedia.org/Bill_Weber,https://brianabrahamsonforsenate.com/
MN,MN-SD-15,R,Safe,Andrew Mathews,Brent Krist,R,,,1.274152412075754,R,27015,SD,https://ballotpedia.org/Minnesota_State_Senate_District_15,https://kristforsd15.com/,http://www.andrewmathews.com/,
MN,MN-SD-09,R,Safe,Paul Gazelka,A. John Peters,Open,,,1.2719275503005674,R,27009,SD,https://ballotpedia.org/Minnesota_State_Senate_District_9,https://www.ajp4mnsenate.org/,http://www.gazelkaforsenate.com/,
MN,MN-SD-18,R,Safe,Scott Newman,Chad Tschimperle,R,,,1.233797398901437,R,27018,SD,https://ballotpedia.org/Minnesota_State_Senate_District_18,http://chadforsenate18.com/,https://www.scottnewmanforsenate.com/,
MN,MN-SD-23,R,Safe,Julie Rosen,,R,David Pulkrabek,Legal Marijuana Now Party,1.2301375314284335,R,27023,SD,https://ballotpedia.org/Minnesota_State_Senate_District_23,,https://ballotpedia.org/Julie_Rosen,https://ballotpedia.org/David_Pulkrabek
MN,MN-SD-30,R,Safe,Mary Kiffmeyer,Diane Nguyen,R,,,1.2290582624372186,R,27030,SD,https://ballotpedia.org/Minnesota_State_Senate_District_30,https://dianeforstatesenate.com/,https://www.kiffmeyer.com/,
MN,MN-SD-12,R,Safe,Torrey Westrom,Jill Abahsain,R,,,1.2219435283051858,R,27012,SD,https://ballotpedia.org/Minnesota_State_Senate_District_12,https://jillformnsenate12.wixsite.com/jill4mnsenate12,http://www.torreywestrom.com/,
MN,MN-SD-16,R,Safe,Gary Dahms,,R,Joshua Prine,Independent,1.2213224964275595,R,27016,SD,https://ballotpedia.org/Minnesota_State_Senate_District_16,,https://dahmsforsenate.com/,https://ballotpedia.org/Joshua_Prine
MN,MN-SD-55,R,Safe,Eric Pratt,Sahra Odowa,R,,,1.1978137266133262,R,27055,SD,https://ballotpedia.org/Minnesota_State_Senate_District_55,https://sahraformn.com/,https://www.ericprattmn.com/,
MN,MN-SD-35,R,Safe,Jim Abeler,David Nelson,R,,,1.1969816644860207,R,27035,SD,https://ballotpedia.org/Minnesota_State_Senate_District_35,https://ballotpedia.org/David_Nelson_(Minnesota),http://www.jimabeler.com/,
MN,MN-SD-29,R,Safe,Bruce Anderson,Chris Brazelton,R,Mary Murphy,Grassroots-Legalize Cannabis Party Of Minnesota,1.1857186785888707,R,27029,SD,https://ballotpedia.org/Minnesota_State_Senate_District_29,https://brazeltonformnsenate.com,https://ballotpedia.org/Bruce_Anderson_(Minnesota),https://ballotpedia.org/Mary_Murphy_(Minnesota_candidate)
MN,MN-HD-19A,D,Likely,Susan Akland,Jeff Brand,D,,,1.174980253598066,R,2719A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_19A,https://www.brandforhouse.org/,https://www.susanakland.com/,
MN,MN-SD-31,R,Safe,Michelle Benson,Kate Luthner,R,,,1.1657733052763597,R,27031,SD,https://ballotpedia.org/Minnesota_State_Senate_District_31,https://kateluthner4senate31.com,https://www.bensonforsenate.com/,
MN,MN-SD-08,R,Safe,Bill Ingebrigtsen,Michele Anderson,R,,,1.1559694428198466,R,27008,SD,https://ballotpedia.org/Minnesota_State_Senate_District_8,https://www.micheleformn.com/,http://billforsenate.org/,
MN,MN-HD-27B,D,Likely,Patricia Mueller,Jeanne Poppe,D,,,1.0646114330159842,R,2727B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_27B,https://ballotpedia.org/Jeanne_Poppe,https://muellerforminnesota.com/,
MN,MN-HD-14A,R,Lean,Tama Theis,Tamara Calhoun,R,,,0.8781089277854487,R,2714A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_14A,https://www.tamiformn.com/,http://theisformnhouse.com/,
MN,MN-HD-05B,R,Lean,Spencer Igo,Joe Abeyta,Open,,,0.7016514624396304,R,2705B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_5B,https://joeabeytaforstaterep.com/,https://spencerigo.com/,
MN,MN-HD-37A,D,Safe,Ken Wendling,Erin Koegel,D,,,0.6722459045057974,R,2737A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_37A,http://erinformn.com/,https://wendlingforhouse.com/,
MN,MN-HD-48A,D,Safe,Eric Wessels,Laurie Pryor,D,,,0.6464218313808011,R,2748A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_48A,http://lauriepryor.org/,https://ericwesselsformnhouse.com/,
MN,MN-HD-26B,R,Lean,Nels Pierson,Randy Brock,R,,,0.6187045154443995,R,2726B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_26B,https://randybrock.mn/,http://www.nels.com/,
MN,MN-HD-57A,D,Safe,Megan Olson,Robert Bierman,D,,,0.5905880508643195,R,2757A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_57A,https://www.electrobertbierman.com/,https://www.votemeganolson.com/,
MN,MN-HD-19B,D,Safe,Jeremy Loger,Luke Frederick,Open,,,0.5458020053903156,R,2719B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_19B,https://frederickforhouse.com/,https://ballotpedia.org/Jeremy_Loger,
MN,MN-HD-20B,D,Safe,Joe Moravchik,Todd Lippert,D,,,0.5375899139599526,R,2720B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_20B,https://toddlippert.com/,https://www.joeformnhouse.com/,
MN,MN-HD-04B,D,Safe,Brian Anderson,Paul Marquart,D,,,0.4751840485248986,R,2704B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_4B,https://ballotpedia.org/Paul_Marquart,https://ballotpedia.org/Brian_Anderson_(Minnesota),
MN,MN-HD-38A,R,Likely,Donald Raleigh,Kris Fredrick,Open,,,0.4654838923625138,R,2738A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_38A,http://voteforkris.com,https://donaldraleigh.com/,
MN,MN-HD-50B,D,Safe,Gary Heyer,Andrew Carlson,D,,,0.4578210825248865,R,2750B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_50B,http://andrewcarlsonforstaterep.com/index.html,https://www.votegaryheyer.com/,
MN,MN-HD-35A,R,Likely,John Heinrich,Mike Erickson,R,,,0.4354229347675351,R,2735A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_35A,https://ballotpedia.org/Mike_Erickson,https://ballotpedia.org/John_Heinrich,
MN,MN-HD-42A,D,Safe,Candy Sina,Kelly Moller,D,,,0.4018552573664631,R,2742A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_42A,https://ballotpedia.org/Kelly_Moller,https://ballotpedia.org/Candy_Sina,
MN,MN-HD-25A,R,Likely,Duane Quam,Kim Hicks,R,,,0.3876909070080132,R,2725A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_25A,https://ballotpedia.org/Kim_Hicks,https://ballotpedia.org/Duane_Quam,
MN,MN-HD-43A,D,Safe,Paul Babin,Peter Fischer,D,,,0.3655291131303022,R,2743A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_43A,https://ballotpedia.org/Peter_Fischer,https://ballotpedia.org/Paul_Babin,
MN,MN-HD-42B,D,Safe,Sue Finney,Jamie Becker-Finn,D,,,0.3056887725877735,R,2742B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_42B,https://ballotpedia.org/Jamie_Becker-Finn,https://ballotpedia.org/Sue_Finney,
MN,MN-HD-58A,R,Likely,Jon Koznick,Erin Preese,R,,,0.2553857934435916,R,2758A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_58A,https://ballotpedia.org/Erin_Preese,https://ballotpedia.org/Jon_Koznick,
MN,MN-HD-11A,D,Safe,Jeff Dotseth,Mike Sundin,D,,,0.2508209076712511,R,2711A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_11A,https://ballotpedia.org/Mike_Sundin,https://ballotpedia.org/Jeff_Dotseth,
MN,MN-HD-03B,D,Safe,Andrew Hjelle,Mary Murphy,D,,,0.2004329134836271,R,2703B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_3B,https://ballotpedia.org/Mary_Murphy_(Minnesota),https://ballotpedia.org/Andrew_Hjelle,
MN,MN-HD-43B,D,Safe,Jordan Herzog,Leon Lillie,D,Antonio Nerios,Veterans Party Of America Party,0.1947453467829946,R,2743B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_43B,https://ballotpedia.org/Leon_Lillie,https://ballotpedia.org/Jordan_Herzog,https://ballotpedia.org/Antonio_Nerios
MN,MN-HD-62A,D,Safe,Arjun Kataria,Hodan Hassan,D,,,0.1877023629358529,R,2762A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_62A,https://ballotpedia.org/Hodan_Hassan,https://ballotpedia.org/Arjun_Kataria,
MN,MN-HD-40B,D,Safe,Charlotte Smith,Samantha Vang,D,Mary O'Connor,Legal Marijuana Now Party,0.1873478321163922,R,2740B,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_40B,https://ballotpedia.org/Samantha_Vang,https://ballotpedia.org/Charlotte_Smith_(Minnesota),https://ballotpedia.org/Mary_O'Connor_(Minnesota)
MN,MN-HD-53A,D,Safe,William Johnston,Tou Xiong,D,,,0.186742476771599,R,2753A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_53A,https://ballotpedia.org/Tou_Xiong,https://ballotpedia.org/William_Johnston_(Minnesota),
MN,MN-HD-40A,D,Safe,David True,Michael Nelson,D,,,0.1761656406576909,R,2740A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_40A,https://ballotpedia.org/Michael_V._Nelson,https://ballotpedia.org/David_True,
MN,MN-HD-06A,D,Safe,Robert Farnsworth,Julie Sandstede,D,,,0.174295309701965,R,2706A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_6A,https://ballotpedia.org/Julie_Sandstede,https://ballotpedia.org/Robert_Farnsworth,
MN,MN-HD-67A,D,Safe,John Stromenger,John Thompson,Open,,,0.1737791900056074,R,2767A,HD,https://ballotpedia.org/Minnesota_House_of_Representatives_District_67A,https://ballotpedia.org/John_Thompson_(Minnesota),https://ballotpedia.org/John_Stromenger,
